"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C(uS/cm @25C)","Streamflow, ft&#179;/s(ft3/s)","Temperature, water, &#176;C(deg C)","Wind direction, degrees clockwise from north(Deg)","Wind speed, mph(mph)"
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
13100.0,,29.0,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
13100.0,,29.0,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
13100.0,,28.8,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.4,,
,,19.1,,
13100.0,,28.6,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
13200.0,,28.5,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
13300.0,,28.4,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
13300.0,,28.2,,
,,25.0,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.8,,
,,19.1,,
13300.0,,28.0,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
13300.0,,27.7,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.5,,
,,19.1,,
,,24.5,,
,,19.1,,
13200.0,,27.4,,
,,24.5,,
,,19.1,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
13100.0,,27.5,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
13100.0,,27.6,,
,,24.4,,
,,19.1,,
,,24.5,,
,,19.1,,
,,24.5,,
,,19.1,,
,,24.6,,
,,19.1,,
13000.0,,27.8,,
,,24.7,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.9,,
,,19.1,,
12900.0,,28.0,,
,,25.0,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.2,,
,,19.1,,
12800.0,,28.3,,
,,25.3,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.5,,
,,19.1,,
12800.0,,28.7,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.8,,
,,19.1,,
12800.0,,29.2,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,26.0,,
,,19.1,,
12800.0,,29.4,,
,,26.0,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.2,,
,,19.1,,
12800.0,,29.7,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
12800.0,,29.6,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
12900.0,,29.6,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
13000.0,,29.6,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
12900.0,,29.0,,
,,25.7,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
12900.0,,28.7,,
,,25.6,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
13100.0,,28.4,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
13500.0,,28.4,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
13600.0,,28.2,,
,,25.3,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
13600.0,,28.1,,
,,25.2,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
13500.0,,28.1,,
,,25.1,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
13500.0,,28.0,,
,,25.0,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
13500.0,,28.0,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
13500.0,,27.9,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.6,,
,,19.1,,
13600.0,,27.7,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.5,,
,,19.1,,
,,24.5,,
,,19.1,,
13600.0,,27.4,,
,,24.5,,
,,19.1,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
13600.0,,27.2,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
,,24.5,,
,,19.1,,
13600.0,,27.3,,
,,24.5,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.7,,
,,19.1,,
13600.0,,27.3,,
,,24.8,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
,,25.0,,
,,19.1,,
13500.0,,27.2,,
,,25.1,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.4,,
,,19.1,,
13500.0,,27.0,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.7,,
,,19.1,,
13500.0,,26.8,,
,,25.6,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.9,,
,,19.1,,
13500.0,,27.0,,
,,25.8,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
13300.0,,27.4,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
13200.0,,27.5,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
13100.0,,27.3,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
13000.0,,27.1,,
,,25.8,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
13000.0,,27.0,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.5,,
,,19.1,,
13000.0,,26.9,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
12900.0,,26.8,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.4,,
,,19.1,,
13000.0,,26.8,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.3,,
,,19.1,,
13100.0,,26.8,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
13200.0,,26.9,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
13300.0,,26.8,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
13400.0,,26.7,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
13500.0,,26.5,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,24.9,,
,,19.1,,
13500.0,,26.4,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
13600.0,,26.4,,
,,24.9,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
13600.0,,26.4,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
13600.0,,26.3,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
13500.0,,26.2,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
13500.0,,26.3,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.7,,
,,19.1,,
13500.0,,26.6,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
13400.0,,26.9,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.9,,
,,19.1,,
13300.0,,27.2,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
13200.0,,27.6,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
13200.0,,28.0,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.5,,
,,19.1,,
13200.0,,28.4,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
13100.0,,28.5,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
13000.0,,28.6,,
,,25.6,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
12800.0,,28.6,,
,,25.5,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
12800.0,,28.5,,
,,25.4,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
12800.0,,28.4,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
12900.0,,28.4,,
,,25.1,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
13100.0,,28.4,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
13100.0,,28.2,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.1,,
,,19.1,,
13300.0,,28.0,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
13500.0,,27.9,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
13600.0,,27.8,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
13600.0,,27.6,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
13500.0,,27.5,,
,,24.9,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
13600.0,,27.6,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
13700.0,,27.6,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
13700.0,,27.3,,
,,24.7,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
13700.0,,27.2,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
13600.0,,27.2,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
13600.0,,27.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
13500.0,,27.1,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
13200.0,,26.8,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
13000.0,,26.7,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
13200.0,,26.7,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
6930.0,,26.9,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
13200.0,,26.8,,
7020.0,,27.0,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
7150.0,,27.0,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
13000.0,,26.7,,
7230.0,,27.0,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
7180.0,,26.9,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
12900.0,,26.6,,
7170.0,,26.8,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
7200.0,,26.8,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
12800.0,,26.5,,
7290.0,,26.7,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
7230.0,,26.7,,
,,24.7,,
,,19.1,,
,,24.7,,
,,19.1,,
12800.0,,26.4,,
7120.0,,26.6,,
,,24.7,,
,,19.1,,
,,24.6,,
,,19.1,,
7080.0,,26.6,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
12700.0,,26.3,,
7100.0,,26.5,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
7200.0,,26.5,,
,,24.6,,
,,19.1,,
,,24.6,,
,,19.1,,
12700.0,,26.2,,
7400.0,,26.5,,
,,24.6,,
,,19.1,,
,,24.5,,
,,19.1,,
7390.0,,26.4,,
,,24.5,,
,,19.1,,
,,24.5,,
,,19.1,,
12800.0,,26.2,,
7310.0,,26.4,,
,,24.5,,
,,19.1,,
,,24.5,,
,,19.1,,
7210.0,,26.2,,
,,24.5,,
,,19.1,,
,,24.5,,
,,19.1,,
12700.0,,26.0,,
7260.0,,26.2,,
,,24.5,,
,,19.1,,
,,24.4,,
,,19.1,,
7390.0,,26.2,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
12800.0,,26.2,,
7550.0,,26.2,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
7540.0,,26.2,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
12900.0,,26.2,,
7450.0,,26.2,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
7410.0,,26.1,,
,,24.4,,
,,19.1,,
,,24.4,,
,,19.1,,
13400.0,,26.2,,
7440.0,,26.1,,
,,24.3,,
,,19.1,,
,,24.3,,
,,19.1,,
7380.0,,26.0,,
,,24.3,,
,,19.1,,
,,24.3,,
,,19.1,,
13500.0,,26.2,,
7220.0,,25.9,,
,,24.3,,
,,19.1,,
,,24.3,,
,,19.1,,
7130.0,,25.8,,
,,24.3,,
,,19.1,,
,,24.2,,
,,19.1,,
13500.0,,26.1,,
7080.0,,25.8,,
,,24.2,,
,,19.1,,
,,24.2,,
,,19.1,,
7040.0,,25.8,,
,,24.2,,
,,19.1,,
,,24.2,,
,,19.1,,
13400.0,,26.1,,
6990.0,,25.8,,
,,24.2,,
,,19.1,,
,,24.1,,
,,19.1,,
6850.0,,25.8,,
,,24.1,,
,,19.1,,
,,24.1,,
,,19.1,,
13400.0,,26.0,,
6840.0,,25.8,,
,,24.1,,
,,19.1,,
,,24.1,,
,,19.1,,
7100.0,,25.8,,
,,24.1,,
,,19.1,,
,,24.1,,
,,19.1,,
13600.0,,26.0,,
7340.0,,25.8,,
,,24.1,,
,,19.1,,
,,24.0,,
,,19.1,,
7520.0,,25.8,,
,,24.0,,
,,19.1,,
,,24.0,,
,,19.1,,
13500.0,,25.9,,
7470.0,,25.8,,
,,24.0,,
,,19.1,,
,,24.0,,
,,19.1,,
7360.0,,25.7,,
,,23.9,,
,,19.1,,
,,23.9,,
,,19.1,,
13700.0,,25.9,,
7330.0,,25.7,,
,,23.9,,
,,19.1,,
,,23.9,,
,,19.1,,
7330.0,,25.8,,
,,23.8,,
,,19.1,,
,,23.8,,
,,19.1,,
13500.0,,25.9,,
7360.0,,25.8,,
,,23.8,,
,,19.1,,
,,23.7,,
,,19.1,,
7290.0,,25.7,,
,,23.7,,
,,19.1,,
,,23.6,,
,,19.1,,
13400.0,,25.9,,
7240.0,,25.7,,
,,23.6,,
,,19.1,,
,,23.6,,
,,19.1,,
7220.0,,25.7,,
,,23.6,,
,,19.1,,
,,23.6,,
,,19.1,,
13300.0,,25.9,,
7240.0,,25.7,,
,,23.6,,
,,19.1,,
,,23.6,,
,,19.1,,
7260.0,,25.8,,
,,23.6,,
,,19.1,,
,,23.6,,
,,19.1,,
13600.0,,26.1,,
7270.0,,25.8,,
,,23.6,,
,,19.1,,
,,23.6,,
,,19.1,,
7250.0,,25.8,,
,,23.6,,
,,19.1,,
,,23.6,,
,,19.1,,
13500.0,,26.1,,
7180.0,,25.8,,
,,23.7,,
,,19.1,,
,,23.8,,
,,19.1,,
7190.0,,25.8,,
,,23.8,,
,,19.1,,
,,23.8,,
,,19.1,,
13000.0,,26.1,,
7170.0,,25.8,,
,,23.9,,
,,19.1,,
,,23.9,,
,,19.1,,
7150.0,,25.9,,
,,23.9,,
,,19.1,,
,,23.9,,
,,19.1,,
12800.0,,26.2,,
7160.0,,26.0,,
,,23.9,,
,,19.1,,
,,23.9,,
,,19.1,,
7180.0,,26.0,,
,,23.9,,
,,19.1,,
,,23.9,,
,,19.1,,
12700.0,,26.4,,
7110.0,,26.1,,
,,23.9,,
,,19.1,,
,,23.9,,
,,19.1,,
7110.0,,26.2,,
,,23.9,,
,,19.1,,
,,23.8,,
,,19.1,,
12800.0,,26.6,,
7100.0,,26.2,,
,,23.8,,
,,19.1,,
,,23.8,,
,,19.1,,
7050.0,,26.2,,
,,23.7,,
,,19.1,,
,,23.7,,
,,19.1,,
12800.0,,26.5,,
7010.0,,26.2,,
,,23.7,,
,,19.1,,
,,23.6,,
,,19.1,,
6940.0,,26.2,,
,,23.6,,
,,19.1,,
,,23.6,,
,,19.1,,
12800.0,,26.4,,
6940.0,,26.1,,
,,23.6,,
,,19.1,,
,,23.5,,
,,19.1,,
6890.0,,26.1,,
,,23.5,,
,,19.1,,
,,23.4,,
,,19.1,,
12800.0,,26.3,,
6830.0,,26.1,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
6740.0,,26.1,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12700.0,,26.3,,
6680.0,,26.1,,
,,23.3,,
,,19.1,,
,,23.3,,
,,19.1,,
6630.0,,26.0,,
,,23.3,,
,,19.1,,
,,23.3,,
,,19.1,,
12700.0,,26.2,,
6530.0,,26.0,,
,,23.2,,
,,19.1,,
,,23.2,,
,,19.1,,
6470.0,,26.0,,
,,23.2,,
,,19.1,,
,,23.2,,
,,19.1,,
12700.0,,26.2,,
6420.0,,26.0,,
,,23.2,,
,,19.1,,
,,23.2,,
,,19.1,,
6370.0,,26.0,,
,,23.1,,
,,19.1,,
,,23.1,,
,,19.1,,
12700.0,,26.2,,
6320.0,,26.0,,
,,23.1,,
,,19.1,,
,,23.1,,
,,19.1,,
6320.0,,26.0,,
,,23.1,,
,,19.1,,
,,23.1,,
,,19.1,,
12700.0,,26.2,,
6280.0,,25.9,,
,,23.0,,
,,19.1,,
,,23.0,,
,,19.1,,
6240.0,,25.9,,
,,23.0,,
,,19.1,,
,,23.0,,
,,19.1,,
12900.0,,26.2,,
6220.0,,25.9,,
,,23.0,,
,,19.1,,
,,23.0,,
,,19.1,,
6160.0,,25.9,,
,,23.0,,
,,19.1,,
,,23.0,,
,,19.1,,
12900.0,,26.2,,
6150.0,,25.9,,
,,23.0,,
,,19.1,,
,,23.0,,
,,19.1,,
6160.0,,25.9,,
,,23.0,,
,,19.1,,
,,22.9,,
,,19.1,,
13500.0,,26.2,,
6140.0,,25.9,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
6140.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
13700.0,,26.2,,
6140.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
6030.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
13600.0,,26.2,,
6160.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
6240.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
13500.0,,26.2,,
6290.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
6300.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
13400.0,,26.2,,
6280.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
6250.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
13400.0,,26.2,,
6110.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
6100.0,,25.8,,
,,22.9,,
,,19.1,,
,,22.9,,
,,19.1,,
13400.0,,26.3,,
6100.0,,25.8,,
,,22.9,,
,,19.1,,
,,23.0,,
,,19.1,,
6090.0,,26.0,,
,,23.0,,
,,19.1,,
,,23.0,,
,,19.1,,
13400.0,,26.3,,
6090.0,,26.0,,
,,23.0,,
,,19.1,,
,,23.0,,
,,19.1,,
6120.0,,26.3,,
,,23.0,,
,,19.1,,
,,23.0,,
,,19.1,,
13300.0,,26.4,,
6100.0,,26.4,,
,,23.1,,
,,19.1,,
,,23.1,,
,,19.1,,
6100.0,,26.5,,
,,23.1,,
,,19.1,,
,,23.2,,
,,19.1,,
13200.0,,26.8,,
6090.0,,26.6,,
,,23.2,,
,,19.1,,
,,23.2,,
,,19.1,,
6060.0,,26.8,,
,,23.2,,
,,19.1,,
,,23.2,,
,,19.1,,
13000.0,,26.9,,
6140.0,,27.0,,
,,23.2,,
,,19.1,,
,,23.2,,
,,19.1,,
6250.0,,27.0,,
,,23.2,,
,,19.1,,
,,23.2,,
,,19.1,,
12600.0,,26.9,,
6070.0,,26.9,,
,,23.2,,
,,19.1,,
,,23.2,,
,,19.1,,
6060.0,,26.9,,
,,23.2,,
,,19.1,,
,,23.3,,
,,19.1,,
12600.0,,27.0,,
6080.0,,26.9,,
,,23.3,,
,,19.1,,
,,23.3,,
,,19.1,,
6070.0,,26.9,,
,,23.3,,
,,19.1,,
,,23.3,,
,,19.1,,
12600.0,,27.0,,
6150.0,,27.0,,
,,23.3,,
,,19.1,,
,,23.4,,
,,19.1,,
6180.0,,27.0,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12600.0,,27.0,,
6160.0,,27.0,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
6110.0,,26.9,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12600.0,,26.8,,
6020.0,,26.9,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5880.0,,26.8,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12500.0,,26.8,,
5750.0,,26.7,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5690.0,,26.6,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12500.0,,26.7,,
5680.0,,26.6,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5520.0,,26.5,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12500.0,,26.6,,
5510.0,,26.5,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5450.0,,26.5,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12500.0,,26.5,,
5390.0,,26.4,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5320.0,,26.4,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12500.0,,26.5,,
5270.0,,26.4,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5260.0,,26.4,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12600.0,,26.4,,
5210.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5210.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12600.0,,26.5,,
5180.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5150.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
12600.0,,26.5,,
5140.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5130.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
13100.0,,26.5,,
5150.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5140.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
13100.0,,26.4,,
5150.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5140.0,,26.3,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
13000.0,,26.4,,
5070.0,,26.2,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5100.0,,26.2,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
13100.0,,26.4,,
5090.0,,26.2,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
5080.0,,26.2,,
,,23.4,,
,,19.1,,
,,23.4,,
,,19.1,,
13100.0,,26.5,,
5090.0,,26.2,,
,,23.4,,
,,19.1,,
,,23.5,,
,,19.1,,
5070.0,,26.5,,
,,23.5,,
,,19.1,,
,,23.5,,
,,19.1,,
13000.0,,26.7,,
5110.0,,26.5,,
,,23.6,,
,,19.1,,
,,23.6,,
,,19.1,,
5090.0,,26.5,,
,,23.6,,
,,19.1,,
,,23.7,,
,,19.1,,
13000.0,,26.7,,
5010.0,,26.6,,
,,23.7,,
,,19.1,,
,,23.7,,
,,19.1,,
5030.0,,26.6,,
,,23.8,,
,,19.1,,
,,23.8,,
,,19.1,,
13000.0,,26.6,,
5030.0,,26.5,,
,,23.8,,
,,19.1,,
,,23.8,,
,,19.1,,
5020.0,,26.5,,
,,23.9,,
,,19.1,,
,,23.9,,
,,19.1,,
12900.0,,26.6,,
5030.0,,26.4,,
,,23.9,,
,,19.1,,
